state_name,county_name,population_density,rural_population,gas_percentage,electricity_percentage,oil_percentage,percentage_of_underserved_population,percentage_of_population_without_broadband_or_computer
Georgia,Ware,39.94151,Rural,0.084,0.893,0.0,100.0,30.0
North Dakota,Grant,1.398236,Rural,0.619,0.272,0.084,100.0,22.0
Louisiana,Jefferson,1449.729,Not rural,0.451,0.543,0.001,78.2,18.1
Louisiana,St. Tammany,314.8918,Not rural,0.372,0.62,0.0,96.5,10.6
Iowa,Hardin,29.61671,Rural,0.811,0.157,0.013,100.0,20.8
Louisiana,Cameron,4.240101,Rural,0.14,0.858,0.0,100.0,20.0
Ohio,Clinton,102.9454,Rural,0.48,0.419,0.045,100.0,13.5
Minnesota,St. Louis,32.02918,Not rural,0.674,0.179,0.073,78.4,14.9
Ohio,Lorain,638.283,Not rural,0.799,0.179,0.006,71.1,15.5
Iowa,Boone,46.80215,Not rural,0.77,0.201,0.0,99.4,14.2
Texas,Polk,47.80876,Rural,0.209,0.77,0.0,100.0,24.4
Nebraska,Dixon,11.71787,Rural,0.617,0.314,0.011,100.0,21.0
Maryland,Harford,597.2178,Not rural,0.44,0.418,0.109,83.2,8.2
South Carolina,Edgefield,52.2885,Not rural,0.217,0.752,0.006,96.0,26.6
Virginia,Accomack,74.26114,Rural,0.231,0.606,0.138,100.0,26.2
Wisconsin,Calumet,164.5279,Not rural,0.814,0.118,0.032,72.3,9.4
Kentucky,Knox,78.1896,Rural,0.364,0.591,0.009,100.0,35.6
Michigan,Ionia,116.6825,Rural,0.764,0.089,0.04,100.0,15.2
North Carolina,New Hanover,1186.624,Not rural,0.102,0.882,0.004,64.3,12.3
Tennessee,Obion,56.29095,Rural,0.464,0.525,0.003,100.0,19.8
Kentucky,Calloway,97.03791,Rural,0.471,0.509,0.005,100.0,15.9
Virginia,Albemarle,156.1656,Rural,0.265,0.654,0.045,100.0,11.7
Tennessee,Robertson,153.8768,Not rural,0.349,0.637,0.0,90.6,14.7
Virginia,Clarke,84.57689,Rural,0.236,0.519,0.127,100.0,13.8
Washington,Garfield,3.249698,Rural,0.139,0.618,0.08,100.0,17.0
Kentucky,Jackson,37.66213,Rural,0.132,0.66,0.049,100.0,28.2
Minnesota,Cook,3.862817,Rural,0.514,0.307,0.053,100.0,15.8
South Carolina,Oconee,125.7251,Rural,0.264,0.703,0.006,100.0,20.5
Louisiana,East Baton Rouge,997.5125,Not rural,0.354,0.637,0.0,82.6,13.1
Mississippi,Claiborne,18.55502,Rural,0.369,0.58,0.006,100.0,30.9
Maryland,St. Mary's,317.4162,Rural,0.2,0.577,0.169,100.0,15.1
Michigan,Kent,774.293,Not rural,0.871,0.104,0.004,69.3,10.0
North Carolina,Pitt,262.4232,Not rural,0.185,0.8,0.004,80.1,16.1
Montana,Carbon,5.198309,Rural,0.745,0.179,0.0,100.0,18.9
Nebraska,Stanton,13.62776,Rural,0.508,0.347,0.082,100.0,12.4
Georgia,Appling,36.28245,Rural,0.083,0.904,0.0,100.0,35.5
Iowa,Jasper,51.76156,Rural,0.753,0.216,0.001,100.0,15.3
Mississippi,Wayne,24.37351,Rural,0.401,0.575,0.009,100.0,31.1
Texas,Cottle,1.828855,Rural,0.556,0.423,0.0,100.0,23.9
Virginia,Greensville,38.52289,Rural,0.184,0.673,0.124,100.0,33.8
Florida,Polk,409.4398,Not rural,0.04,0.94,0.001,87.5,29.8
Texas,Young,19.57685,Rural,0.489,0.486,0.0,100.0,20.7
Alabama,Tallapoosa,57.5707,Rural,0.24,0.731,0.001,100.0,19.8
New Hampshire,Rockingham,453.2254,Not rural,0.382,0.101,0.457,72.4,6.0
Colorado,Rio Grande,12.54665,Rural,0.583,0.213,0.013,100.0,25.2
Iowa,Plymouth,29.6942,Not rural,0.601,0.36,0.006,99.9,11.6
New York,Yates,73.08522,Rural,0.525,0.22,0.089,100.0,28.0
Washington,King,1065.527,Not rural,0.434,0.52,0.025,69.8,6.0
Oregon,Deschutes,66.06286,Not rural,0.421,0.467,0.008,70.5,9.4
Iowa,Pottawattamie,98.33498,Not rural,0.796,0.189,0.002,69.8,16.8
Missouri,Wright,27.09842,Rural,0.47,0.327,0.007,100.0,29.9
Montana,Toole,2.620551,Rural,0.643,0.297,0.008,100.0,19.6
New York,Tioga,93.19022,Rural,0.451,0.124,0.283,100.0,12.6
Texas,Lee,27.88855,Rural,0.309,0.671,0.003,100.0,18.1
Georgia,Fulton,2015.954,Not rural,0.512,0.48,0.001,77.4,12.1
Texas,Cherokee,48.26797,Rural,0.356,0.598,0.0,100.0,23.6
Missouri,Audrain,35.93068,Rural,0.495,0.471,0.0,100.0,21.9
South Carolina,Colleton,36.4987,Rural,0.146,0.827,0.006,100.0,18.7
Wisconsin,Jefferson,154.4172,Not rural,0.775,0.164,0.017,91.0,11.9
Arkansas,Greene,79.59605,Not rural,0.212,0.754,0.0,74.2,17.8
Texas,Hall,3.22244,Rural,0.648,0.339,0.0,100.0,33.1
Wisconsin,Burnett,20.1571,Rural,0.74,0.1,0.011,100.0,18.3
New Mexico,Torrance,4.544703,Rural,0.575,0.113,0.0,100.0,27.3
Washington,Pacific,25.06555,Rural,0.089,0.762,0.02,100.0,15.1
North Carolina,Pender,70.69012,Not rural,0.087,0.881,0.014,97.9,17.1
Texas,Hood,148.4529,Rural,0.126,0.857,0.003,100.0,12.5
South Dakota,Stanley,2.062403,Rural,0.715,0.227,0.041,100.0,14.6
Nevada,Washoe,77.05569,Not rural,0.646,0.309,0.017,73.7,11.6
Kentucky,Ballard,31.3321,Rural,0.544,0.442,0.005,100.0,18.7
Texas,Archer,9.575006,Not rural,0.355,0.61,0.0,96.1,19.1
Texas,Baylor,4.005853,Rural,0.643,0.32,0.0,100.0,17.4
Texas,San Augustine,14.92484,Rural,0.242,0.717,0.0,100.0,27.8
Nevada,Storey,15.52314,Rural,0.657,0.055,0.081,100.0,17.6
Georgia,Schley,27.3503,Rural,0.329,0.646,0.003,100.0,24.4
Texas,Madison,29.08605,Rural,0.277,0.71,0.0,100.0,21.9
California,San Joaquin,559.8505,Not rural,0.682,0.276,0.001,88.7,13.0
Mississippi,Winston,29.21526,Rural,0.514,0.466,0.003,100.0,29.6
Kentucky,Henry,54.9553,Rural,0.366,0.582,0.01,100.0,24.9
Kentucky,Mercer,90.87238,Rural,0.3,0.66,0.002,100.0,19.0
Nebraska,Wheeler,1.340442,Rural,0.535,0.379,0.0,100.0,17.0
Kentucky,Lewis,27.05352,Rural,0.293,0.523,0.008,100.0,21.4
Minnesota,Grant,11.11902,Rural,0.577,0.265,0.117,100.0,17.7
Mississippi,Humphreys,18.49623,Rural,0.578,0.396,0.026,100.0,33.6
Alabama,Clarke,18.61888,Rural,0.36,0.611,0.002,100.0,37.9
Kansas,Chase,3.32448,Rural,0.697,0.221,0.002,100.0,19.6
Kentucky,Trigg,32.06379,Rural,0.434,0.519,0.009,100.0,25.3
Alabama,Houston,184.6071,Not rural,0.063,0.925,0.0,82.8,21.3
South Dakota,Aurora,3.655817,Rural,0.413,0.477,0.053,100.0,19.9
Nebraska,Franklin,5.03807,Rural,0.721,0.201,0.0,100.0,20.2
Maryland,Kent,69.63847,Rural,0.199,0.586,0.155,100.0,21.0
Kansas,Crawford,66.14774,Not rural,0.679,0.302,0.001,80.1,17.3
Minnesota,Chippewa,21.44786,Rural,0.74,0.194,0.031,100.0,18.5
South Dakota,Pennington,39.75345,Not rural,0.648,0.317,0.004,71.8,12.2
South Carolina,Hampton,33.73367,Rural,0.135,0.845,0.003,100.0,22.6
Idaho,Fremont,7.25284,Rural,0.516,0.299,0.036,100.0,14.2
Georgia,Bryan,102.8308,Not rural,0.087,0.905,0.001,89.2,9.2
Virginia,Dinwiddie,55.68128,Not rural,0.155,0.75,0.045,94.4,19.8
Florida,St. Lucie,585.2379,Not rural,0.041,0.931,0.003,82.1,12.3
New York,Monroe,1151.401,Not rural,0.783,0.182,0.017,69.6,11.4
South Dakota,Lincoln,113.982,Not rural,0.717,0.267,0.004,69.8,6.4
Wisconsin,Chippewa,65.705,Not rural,0.715,0.175,0.043,79.9,13.1
Kansas,Woodson,6.295465,Rural,0.705,0.24,0.0,100.0,29.0
Kentucky,Marshall,104.9433,Rural,0.575,0.409,0.0,100.0,15.5
Georgia,Clinch,8.236853,Rural,0.051,0.946,0.0,100.0,48.1
Georgia,Lowndes,237.8274,Not rural,0.091,0.894,0.002,84.6,30.5
Michigan,Macomb,1832.6,Not rural,0.905,0.085,0.001,64.4,9.8
Georgia,Turner,31.16138,Rural,0.3,0.695,0.0,100.0,32.5
Illinois,Jasper,18.79244,Rural,0.789,0.161,0.002,100.0,17.8
Texas,Milam,24.6764,Rural,0.31,0.637,0.008,100.0,27.1
Indiana,Spencer,50.22829,Rural,0.62,0.336,0.004,100.0,20.9
Kentucky,Hart,46.8777,Rural,0.296,0.599,0.008,100.0,28.1
Kentucky,Lincoln,73.05428,Rural,0.142,0.733,0.015,100.0,26.2
Montana,Blaine,1.662915,Rural,0.724,0.167,0.0,100.0,26.0
Virginia,Norfolk,4448.115,Not rural,0.375,0.586,0.02,77.2,13.5
Texas,Reeves,5.320728,Rural,0.589,0.403,0.0,100.0,34.2
Virginia,Pulaski,105.8064,Rural,0.159,0.721,0.069,100.0,24.4
North Carolina,Union,379.4768,Not rural,0.53,0.449,0.005,71.2,6.3
North Dakota,McKenzie,5.101564,Rural,0.478,0.503,0.004,100.0,15.9
Florida,Okaloosa,228.0134,Not rural,0.262,0.723,0.0,89.6,13.4
California,Alameda,2256.156,Not rural,0.692,0.274,0.001,84.4,8.6
Illinois,Calhoun,17.61813,Rural,0.693,0.225,0.0,100.0,22.4
Indiana,Kosciusko,151.3643,Rural,0.752,0.199,0.004,100.0,16.9
Mississippi,Noxubee,14.76066,Rural,0.459,0.516,0.0,100.0,35.0
Arkansas,Woodruff,10.68138,Rural,0.442,0.539,0.005,100.0,40.4
New Jersey,Gloucester,939.7936,Not rural,0.789,0.105,0.093,61.2,8.1
New Hampshire,Hillsborough,482.2802,Not rural,0.527,0.116,0.304,67.6,7.2
Montana,Judith Basin,1.090557,Rural,0.674,0.129,0.065,100.0,18.0
North Carolina,Mitchell,67.74673,Rural,0.197,0.374,0.303,100.0,21.5
Montana,Powell,3.008544,Rural,0.668,0.166,0.016,100.0,23.4
Oregon,Polk,118.2308,Not rural,0.385,0.537,0.01,87.6,9.6
Oregon,Wasco,11.18752,Rural,0.132,0.752,0.019,100.0,16.6
South Dakota,Perkins,1.034677,Rural,0.552,0.331,0.065,100.0,16.5
Iowa,Taylor,11.12236,Rural,0.711,0.237,0.005,100.0,18.3
Alabama,Washington,14.28736,Rural,0.181,0.769,0.0,100.0,33.7
Ohio,Defiance,93.08784,Rural,0.683,0.267,0.009,100.0,14.3
West Virginia,Greenbrier,32.35366,Rural,0.275,0.556,0.059,100.0,20.0
Illinois,Marion,65.57298,Rural,0.691,0.279,0.001,100.0,16.5
Virginia,Dickenson,42.63705,Rural,0.068,0.856,0.031,100.0,34.3
Virginia,Amelia,37.45211,Rural,0.121,0.693,0.088,100.0,23.1
Georgia,Randolph,14.8633,Rural,0.165,0.819,0.004,100.0,21.4
New Mexico,Luna,8.563734,Rural,0.405,0.542,0.003,100.0,26.5
Texas,Nueces,420.9078,Not rural,0.174,0.819,0.001,88.8,14.9
Wyoming,Weston,2.864882,Rural,0.69,0.224,0.002,100.0,19.3
Illinois,Warren,30.90061,Rural,0.816,0.137,0.011,100.0,11.8
Alabama,Madison,486.2529,Not rural,0.245,0.743,0.001,74.1,10.8
Tennessee,Wilson,261.0738,Not rural,0.378,0.612,0.001,72.3,11.2
Texas,Camp,64.04477,Rural,0.296,0.679,0.0,100.0,32.8
Oklahoma,Jefferson,7.141392,Rural,0.474,0.482,0.006,100.0,28.3
West Virginia,Ritchie,18.82121,Rural,0.83,0.119,0.0,100.0,24.1
Iowa,Page,28.46094,Rural,0.723,0.241,0.009,100.0,14.2
Kansas,Jefferson,34.52142,Not rural,0.723,0.187,0.004,99.8,12.0
Louisiana,Iberia,121.7209,Not rural,0.327,0.665,0.0,85.0,18.8
North Carolina,Onslow,267.2746,Not rural,0.061,0.915,0.006,82.3,11.1
Minnesota,Faribault,19.55285,Rural,0.83,0.1,0.045,100.0,16.9
Tennessee,Grainger,84.28059,Rural,0.086,0.837,0.004,100.0,22.9
Texas,Freestone,22.32917,Rural,0.24,0.749,0.0,100.0,28.6
Pennsylvania,Mifflin,112.2672,Rural,0.178,0.244,0.417,100.0,26.7
Alabama,Crenshaw,21.6879,Rural,0.269,0.709,0.005,100.0,28.9
Virginia,Bristol,1323.576,Rural,0.225,0.735,0.014,100.0,17.3
Texas,Runnels,9.379012,Rural,0.562,0.432,0.0,100.0,23.8
Texas,Terrell,0.3655706,Rural,0.608,0.259,0.101,100.0,30.4
Kansas,Rawlins,2.378868,Rural,0.855,0.118,0.0,100.0,15.5
Kansas,Thomas,7.357495,Rural,0.831,0.159,0.0,100.0,11.9
Georgia,Jeff Davis,44.69675,Rural,0.079,0.908,0.0,100.0,32.0
Iowa,Cherokee,20.10897,Rural,0.709,0.254,0.005,100.0,13.6
Arkansas,White,74.57652,Not rural,0.325,0.649,0.001,87.8,17.3
Mississippi,Leflore,46.99747,Rural,0.654,0.344,0.0,100.0,52.8
Missouri,Cooper,29.91236,Rural,0.553,0.395,0.0,100.0,20.1
Michigan,Dickinson,34.08513,Rural,0.85,0.082,0.01,100.0,16.8
Illinois,Will,833.5857,Not rural,0.902,0.091,0.001,68.2,7.2
Texas,Deaf Smith,12.41631,Rural,0.616,0.354,0.027,100.0,15.4
South Dakota,Brookings,43.71402,Not rural,0.571,0.393,0.013,63.6,11.8
Missouri,Clay,636.4534,Not rural,0.706,0.287,0.0,66.6,8.6
Mississippi,Coahoma,38.44502,Rural,0.666,0.318,0.0,100.0,31.9
Indiana,Boone,168.4511,Not rural,0.658,0.314,0.009,75.4,9.3
Iowa,Des Moines,93.29798,Not rural,0.764,0.215,0.0,77.5,16.8
Iowa,Scott,380.5206,Not rural,0.785,0.204,0.001,65.4,13.6
Kansas,Ottawa,8.002993,Rural,0.773,0.155,0.025,100.0,26.5
Florida,Columbia,87.57713,Rural,0.065,0.903,0.004,100.0,15.9
Florida,Holmes,40.78256,Rural,0.067,0.907,0.0,100.0,22.6
Mississippi,Harrison,363.9037,Not rural,0.219,0.766,0.001,80.5,15.7
Tennessee,Bradley,331.1181,Not rural,0.173,0.803,0.004,84.5,17.0
Minnesota,Carlton,42.22293,Rural,0.688,0.168,0.061,100.0,16.6
Texas,Marion,25.38189,Rural,0.261,0.716,0.0,100.0,30.4
New York,Schoharie,48.19731,Rural,0.23,0.167,0.433,100.0,19.3
Oklahoma,Pawnee,27.592,Rural,0.554,0.394,0.002,100.0,33.9
New York,Broome,281.1094,Not rural,0.68,0.169,0.1,93.0,13.5
Texas,Liberty,80.73788,Rural,0.234,0.74,0.003,100.0,17.7
Ohio,Athens,121.6653,Not rural,0.474,0.457,0.012,82.9,19.4
Ohio,Jefferson,159.9513,Rural,0.543,0.285,0.133,100.0,17.1
West Virginia,Randolph,26.93565,Rural,0.514,0.332,0.017,100.0,22.4
West Virginia,Marion,181.9842,Rural,0.708,0.264,0.004,100.0,14.7
New Jersey,Cumberland,317.7377,Not rural,0.679,0.108,0.187,86.9,18.9
California,Nevada,106.8347,Rural,0.689,0.154,0.006,100.0,11.1
Wisconsin,Douglas,33.80585,Not rural,0.754,0.168,0.025,71.1,16.7
Kentucky,Pulaski,98.98959,Rural,0.13,0.829,0.011,100.0,23.5
North Carolina,Edgecombe,97.07851,Not rural,0.394,0.58,0.02,97.8,29.8
Texas,Jasper,35.19078,Rural,0.108,0.872,0.003,100.0,30.1
Utah,Beaver,2.74961,Rural,0.551,0.319,0.013,100.0,21.3
Georgia,Murray,116.2952,Rural,0.153,0.817,0.002,100.0,16.0
Indiana,Jay,53.27095,Rural,0.597,0.267,0.022,100.0,29.5
Michigan,Montcalm,94.85078,Rural,0.783,0.065,0.017,100.0,22.9
New York,Rensselaer,246.6716,Not rural,0.58,0.15,0.208,73.9,11.0
Florida,Collier,190.4106,Not rural,0.044,0.912,0.001,84.5,14.4
New Mexico,McKinley,13.22182,Not rural,0.467,0.084,0.001,98.1,54.7
Georgia,Ben Hill,68.64365,Rural,0.131,0.848,0.002,100.0,34.6
Arkansas,Lee,14.44798,Rural,0.583,0.397,0.006,100.0,36.6
Florida,Baker,47.79145,Rural,0.031,0.938,0.002,100.0,15.6
Georgia,Lanier,50.6976,Rural,0.06,0.931,0.0,100.0,32.9
Kansas,Rice,12.99995,Rural,0.796,0.158,0.0,100.0,16.8
Alabama,Calhoun,191.7212,Not rural,0.335,0.646,0.001,92.3,20.1
Mississippi,Jackson,198.8322,Not rural,0.166,0.818,0.0,85.5,16.0
Kentucky,Campbell,615.3981,Not rural,0.544,0.412,0.015,60.2,14.3
Kentucky,Cumberland,19.57747,Rural,0.189,0.685,0.0,100.0,30.7
Mississippi,Panola,48.39201,Rural,0.543,0.447,0.001,100.0,35.1
Texas,Hansford,5.729445,Rural,0.613,0.385,0.0,100.0,19.2
Texas,Chambers,78.77626,Not rural,0.38,0.614,0.0,87.6,11.4
Georgia,Quitman,14.41442,Rural,0.357,0.581,0.017,100.0,48.4
Texas,Hardin,63.52742,Not rural,0.208,0.773,0.002,87.7,13.5
Ohio,Sandusky,144.2392,Rural,0.752,0.197,0.006,100.0,16.4
Maine,Piscataquis,4.275853,Rural,0.146,0.08,0.584,100.0,25.6
Illinois,Pulaski,25.98014,Rural,0.522,0.442,0.0,100.0,38.2
Oklahoma,Okfuskee,18.35046,Rural,0.5,0.441,0.0,100.0,28.5
Michigan,Saginaw,237.0373,Not rural,0.83,0.122,0.011,96.7,16.1
New Mexico,Rio Arriba,6.873548,Rural,0.668,0.074,0.007,100.0,35.9
Vermont,Caledonia,46.85364,Rural,0.236,0.037,0.473,100.0,18.7
Virginia,Botetourt,62.32307,Not rural,0.242,0.653,0.045,83.5,15.0
Illinois,Madison,371.078,Not rural,0.663,0.322,0.002,76.0,11.6
Texas,Collin,1282.77,Not rural,0.496,0.496,0.001,70.4,6.5
South Carolina,Abbeville,49.60964,Rural,0.289,0.673,0.005,100.0,22.6
Nebraska,Dodge,70.2652,Not rural,0.613,0.362,0.004,74.7,15.9
Florida,Sarasota,790.2644,Not rural,0.044,0.936,0.001,74.9,11.7
Wisconsin,Marquette,34.27379,Rural,0.776,0.094,0.006,100.0,17.0
Arizona,Mohave,16.06864,Not rural,0.395,0.568,0.002,84.9,15.8
Arizona,Yavapai,29.27883,Not rural,0.64,0.303,0.002,89.2,14.4
South Carolina,Horry,314.6763,Not rural,0.101,0.889,0.001,93.6,13.4
Pennsylvania,Montgomery,1773.19,Not rural,0.556,0.269,0.157,63.6,7.1
Idaho,Lewis,7.581113,Rural,0.061,0.42,0.22,100.0,24.6
Virginia,Norton,490.5404,Rural,0.032,0.943,0.011,100.0,29.7
New Jersey,Morris,1103.663,Not rural,0.719,0.116,0.152,65.1,5.6
Missouri,Sullivan,9.23328,Rural,0.663,0.278,0.003,100.0,25.2
Kansas,Ness,2.490836,Rural,0.861,0.079,0.0,100.0,16.2
Texas,Brazoria,274.7796,Not rural,0.495,0.49,0.002,85.5,10.5
Virginia,Staunton,1284.155,Not rural,0.503,0.47,0.009,59.4,20.4
Nebraska,Chase,4.14121,Rural,0.604,0.365,0.005,100.0,12.2
Ohio,Montgomery,1162.067,Not rural,0.677,0.3,0.009,70.7,12.4
Texas,Throckmorton,1.576896,Rural,0.406,0.594,0.0,100.0,25.8
Georgia,Oglethorpe,34.10452,Not rural,0.255,0.689,0.0,99.9,27.4
Arkansas,Conway,37.65421,Rural,0.309,0.618,0.016,100.0,28.3
Missouri,Nodaway,24.10589,Rural,0.398,0.505,0.006,100.0,17.0
North Dakota,Ransom,6.566009,Rural,0.36,0.463,0.147,100.0,16.6
Michigan,Bay,234.5158,Not rural,0.865,0.09,0.008,87.4,13.1
Tennessee,Shelby,1218.111,Not rural,0.493,0.499,0.001,84.3,21.7
California,Butte,130.5263,Not rural,0.565,0.327,0.002,81.4,10.9
Minnesota,Pine,20.61167,Rural,0.721,0.123,0.023,100.0,19.6
Texas,Bastrop,110.8218,Rural,0.229,0.75,0.002,100.0,15.8
Washington,Klickitat,12.18078,Rural,0.259,0.54,0.016,100.0,15.7
Washington,San Juan,103.505,Rural,0.187,0.597,0.032,100.0,12.3
Wisconsin,Brown,506.3142,Not rural,0.771,0.193,0.007,66.2,10.2
Kansas,Wilson,15.19402,Rural,0.742,0.188,0.01,100.0,30.7
Louisiana,Natchitoches,29.9029,Rural,0.291,0.694,0.002,100.0,30.5
Louisiana,Terrebonne,88.51373,Not rural,0.323,0.663,0.006,87.0,19.1
Georgia,Irwin,26.772,Rural,0.089,0.868,0.0,100.0,31.6
Michigan,Arenac,41.38737,Rural,0.769,0.053,0.019,100.0,22.8
Iowa,Lee,64.61597,Rural,0.679,0.294,0.001,100.0,19.0
Kansas,Osborne,3.913656,Rural,0.84,0.125,0.0,100.0,18.8
Michigan,Emmet,72.87398,Rural,0.776,0.097,0.005,100.0,13.4
Iowa,Fremont,12.98791,Rural,0.81,0.151,0.004,100.0,16.1
Maine,Lincoln,77.79907,Rural,0.195,0.071,0.582,100.0,16.9
New York,Seneca,103.9582,Rural,0.627,0.157,0.113,100.0,17.7
Kentucky,Laurel,143.974,Rural,0.135,0.818,0.016,100.0,20.8
Tennessee,Meigs,65.79543,Rural,0.154,0.792,0.001,100.0,24.6
Missouri,Taney,88.89443,Rural,0.155,0.791,0.0,100.0,17.5
Georgia,Taylor,20.70423,Rural,0.27,0.698,0.0,100.0,35.2
Virginia,Williamsburg,1732.568,Rural,0.429,0.541,0.02,100.0,13.1
Texas,Scurry,18.64609,Rural,0.452,0.543,0.0,100.0,20.7
Colorado,Gilpin,39.03412,Rural,0.71,0.153,0.031,100.0,6.3
Oklahoma,McClain,74.28018,Not rural,0.557,0.423,0.001,99.4,9.1
West Virginia,Pendleton,8.844196,Rural,0.213,0.286,0.085,100.0,34.2
Virginia,Page,76.61831,Rural,0.129,0.543,0.196,100.0,27.5
Oklahoma,Le Flore,30.53013,Not rural,0.419,0.522,0.004,98.8,26.1
West Virginia,Summers,33.23727,Rural,0.267,0.453,0.044,100.0,29.1
North Carolina,Mecklenburg,2130.234,Not rural,0.487,0.506,0.002,74.5,9.9
New Jersey,Essex,6768.376,Not rural,0.772,0.156,0.046,84.2,14.9
Missouri,Linn,19.3181,Rural,0.673,0.27,0.0,100.0,26.1
Georgia,Montgomery,36.02394,Rural,0.102,0.889,0.0,100.0,19.5
Oregon,Sherman,2.306905,Rural,0.077,0.553,0.204,100.0,17.9
Georgia,Greene,49.08171,Rural,0.237,0.725,0.007,100.0,27.0
South Dakota,Buffalo,3.943529,Rural,0.722,0.25,0.0,100.0,40.6
South Dakota,Mellette,1.521443,Rural,0.485,0.324,0.055,100.0,56.4
Texas,Ector,180.7583,Not rural,0.396,0.589,0.0,86.1,13.0
Texas,Limestone,24.54303,Rural,0.328,0.649,0.0,100.0,31.8
Washington,Grays Harbor,39.79691,Rural,0.15,0.723,0.012,100.0,11.8
West Virginia,Berkeley,383.8831,Rural,0.156,0.732,0.055,100.0,12.2
Montana,Park,6.180241,Rural,0.618,0.243,0.009,100.0,15.3
Texas,Denton,1041.169,Not rural,0.438,0.553,0.001,71.3,6.7
South Carolina,Cherokee,143.0158,Rural,0.244,0.715,0.01,100.0,25.7
North Carolina,Yancey,59.3041,Rural,0.191,0.322,0.369,100.0,25.3
Texas,Red River,11.13809,Rural,0.412,0.555,0.003,100.0,28.1
Texas,Matagorda,33.1628,Rural,0.308,0.656,0.006,100.0,29.8
Minnesota,Stevens,17.17706,Rural,0.669,0.248,0.037,100.0,15.3
Georgia,Warren,18.27626,Rural,0.398,0.593,0.002,100.0,48.6
Texas,Hardeman,5.094127,Rural,0.669,0.314,0.0,100.0,25.7
Illinois,Monroe,90.5916,Not rural,0.661,0.316,0.001,83.9,10.5
Georgia,Jenkins,25.05625,Rural,0.165,0.799,0.009,100.0,37.4
Kentucky,Grayson,52.97917,Rural,0.252,0.681,0.001,100.0,31.2
Texas,Palo Pinto,29.99216,Rural,0.403,0.574,0.0,100.0,21.0
Georgia,Heard,38.81769,Rural,0.432,0.514,0.001,100.0,21.0
Alabama,Lawrence,47.94664,Not rural,0.253,0.726,0.003,99.8,32.4
Mississippi,Marshall,48.11769,Rural,0.556,0.412,0.0,100.0,32.1
Kansas,Clark,2.028446,Rural,0.813,0.167,0.002,100.0,21.2
Kansas,Haskell,6.467297,Rural,0.804,0.191,0.0,100.0,16.2
Louisiana,Bienville,15.97104,Rural,0.38,0.595,0.0,100.0,26.7
Georgia,Walker,152.5144,Not rural,0.237,0.732,0.002,81.9,16.4
Iowa,Iowa,28.26303,Rural,0.799,0.149,0.012,100.0,15.4
Nebraska,Buffalo,51.74752,Not rural,0.573,0.404,0.001,69.7,11.5
Oklahoma,Beaver,2.79419,Rural,0.803,0.144,0.008,100.0,16.7
Iowa,Butler,24.78031,Rural,0.72,0.229,0.009,100.0,18.8
Montana,Roosevelt,4.586337,Rural,0.787,0.173,0.004,100.0,32.6
Washington,Cowlitz,96.93743,Not rural,0.071,0.853,0.004,87.6,12.8
Texas,Live Oak,10.93975,Rural,0.156,0.832,0.0,100.0,35.3
Missouri,Moniteau,37.10787,Rural,0.567,0.293,0.0,100.0,29.1
Virginia,Westmoreland,80.58394,Rural,0.087,0.77,0.115,100.0,19.9
North Carolina,Yadkin,111.3026,Rural,0.072,0.771,0.105,100.0,25.2
California,Merced,145.6602,Not rural,0.586,0.366,0.001,91.9,12.4
Oklahoma,Dewey,4.505677,Rural,0.487,0.434,0.001,100.0,18.1
North Carolina,Burke,173.4347,Not rural,0.169,0.703,0.078,99.9,22.0
North Carolina,Wayne,212.0876,Not rural,0.17,0.817,0.006,95.5,15.3
Pennsylvania,Warren,43.52909,Rural,0.783,0.077,0.026,100.0,19.6
Arkansas,Howard,21.75772,Rural,0.337,0.6,0.0,100.0,29.8
North Carolina,Davie,163.1784,Not rural,0.181,0.712,0.059,92.3,12.7
North Carolina,McDowell,101.44,Rural,0.14,0.667,0.108,100.0,21.6
Arkansas,Nevada,13.42204,Rural,0.488,0.478,0.0,100.0,39.0
Colorado,Yuma,4.203183,Rural,0.779,0.205,0.0,100.0,17.2
Texas,Sherman,2.615782,Rural,0.655,0.331,0.0,100.0,19.7
Texas,Uvalde,16.00145,Rural,0.189,0.784,0.014,100.0,29.0
Ohio,Auglaize,115.2575,Rural,0.689,0.238,0.01,100.0,9.8
Louisiana,Bossier,153.5025,Not rural,0.432,0.562,0.0,80.0,31.1
Iowa,Emmet,23.61517,Rural,0.831,0.137,0.02,100.0,15.8
Kansas,Saline,75.1965,Not rural,0.731,0.248,0.003,71.5,15.1
Kentucky,Magoffin,37.76057,Rural,0.422,0.516,0.033,100.0,25.5
Texas,Bailey,8.346112,Rural,0.678,0.276,0.028,100.0,22.6
Missouri,Callaway,53.34143,Rural,0.425,0.519,0.003,100.0,21.2
Wyoming,Albany,8.77916,Not rural,0.651,0.291,0.002,64.5,10.0
Wyoming,Park,4.305784,Rural,0.76,0.163,0.003,100.0,9.5
Pennsylvania,Montour,139.3755,Rural,0.303,0.393,0.212,100.0,19.2
New York,Queens,21713.92,Not rural,0.774,0.084,0.114,88.6,12.5
Florida,Suwannee,63.72622,Rural,0.057,0.915,0.0,100.0,16.8
Michigan,Cheboygan,35.94262,Rural,0.817,0.066,0.006,100.0,19.4
Michigan,Gladwin,50.74073,Rural,0.797,0.046,0.007,100.0,26.9
Kentucky,Montgomery,142.8136,Rural,0.317,0.656,0.004,100.0,18.8
